odds_id,event_name,event_date,fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,last_updated
2110,UFC on FOX 10: Henderson vs. Thomson,January 25th,Gabriel Gonzaga,Stipe Miocic,+245,-315,2017-12-06 09:31:44.31086
2111,UFC on FOX 10: Henderson vs. Thomson,January 25th,Adriano Martins,Donald Cerrone,+150,-185,2017-12-06 09:31:44.406942
2112,UFC on FOX 10: Henderson vs. Thomson,January 25th,Darren Elkins,Jeremy Stephens,-105,-125,2017-12-06 09:31:44.507437
2113,UFC on FOX 10: Henderson vs. Thomson,January 25th,Alex Caceres,Sergio Pettis,+175,-225,2017-12-06 09:31:44.606627
2114,UFC on FOX 10: Henderson vs. Thomson,January 25th,Eddie Wineland,Yves Jabouin,-500,+350,2017-12-06 09:31:44.703729
2115,UFC on FOX 10: Henderson vs. Thomson,January 25th,Chico Camus,Yaotzin Meza,-200,+160,2017-12-06 09:31:44.804005
2116,UFC on FOX 10: Henderson vs. Thomson,January 25th,Hugo Viana,Ramiro Hernandez,-360,+270,2017-12-06 09:31:44.906391
2117,UFC on FOX 10: Henderson vs. Thomson,January 25th,Daron Cruickshank,Mike Rio,-265,+205,2017-12-06 09:31:45.003146
2118,UFC on FOX 10: Henderson vs. Thomson,January 25th,George Sullivan,Mike Rhodes,+230,-300,2017-12-06 09:31:45.099784
2119,UFC on FOX 10: Henderson vs. Thomson,January 25th,Nikita Krylov,Walt Harris,+325,-450,2017-12-06 09:31:45.209691
2120,UFC 164: Henderson vs. Pettis II,August 31st,Anthony Pettis,Benson Henderson,-115,-115,2017-12-06 09:31:49.25526
2121,UFC 164: Henderson vs. Pettis II,August 31st,Frank Mir,Josh Barnett,+150,-185,2017-12-06 09:31:49.352224
2122,UFC 164: Henderson vs. Pettis II,August 31st,Chad Mendes,Clay Guida,-500,+350,2017-12-06 09:31:49.45159
2123,UFC 164: Henderson vs. Pettis II,August 31st,Ben Rothwell,Brandon Vera,-145,+115,2017-12-06 09:31:49.552125
2124,UFC 164: Henderson vs. Pettis II,August 31st,Dustin Poirier,Erik Koch,+165,-205,2017-12-06 09:31:49.651852
2125,UFC 164: Henderson vs. Pettis II,August 31st,Gleison Tibau,Jamie Varner,-120,-110,2017-12-06 09:31:49.753606
2126,UFC 164: Henderson vs. Pettis II,August 31st,Hyun Gyu Lim,Pascal Krauss,+195,-250,2017-12-06 09:31:49.858066
2127,UFC 164: Henderson vs. Pettis II,August 31st,Louis Gaudinot,Tim Elliott,+195,-250,2017-12-06 09:31:49.957047
2128,UFC 164: Henderson vs. Pettis II,August 31st,Nikita Krylov,Soa Palelei,-140,+110,2017-12-06 09:31:50.06197
2129,UFC 164: Henderson vs. Pettis II,August 31st,Al Iaquinta,Ryan Couture,-230,+180,2017-12-06 09:31:50.167143
2130,UFC 164: Henderson vs. Pettis II,August 31st,Jared Hamman,Magnus Cedenblad,+115,-145,2017-12-06 09:31:50.265991
2131,UFC 164: Henderson vs. Pettis II,August 31st,Chico Camus,Kyung Ho Kang,+195,-250,2017-12-06 09:31:50.363425
2132,UFC on FX 2: Alves vs. Kampmann,March 2nd,Martin Kampmann,Thiago Alves,+100,-130,2017-12-06 09:31:54.595267
2133,UFC on FX 2: Alves vs. Kampmann,March 2nd,Joseph Benavidez,Yasuhiro Urushitani,-800,+500,2017-12-06 09:31:54.610506
2134,UFC on FX 2: Alves vs. Kampmann,March 2nd,Demetrious Johnson,Ian McCall,-300,+230,2017-12-06 09:31:54.668049
2135,UFC on FX 2: Alves vs. Kampmann,March 2nd,Constantinos Philippou,Court McGee,+120,-150,2017-12-06 09:31:54.681395
2136,UFC on FX 2: Alves vs. Kampmann,March 2nd,Cole Miller,Steven Siler,-500,+350,2017-12-06 09:31:54.694962
2137,UFC on FX 2: Alves vs. Kampmann,March 2nd,Andrew Craig,Kyle Noke,+220,-280,2017-12-06 09:31:54.708597
2138,UFC on FX 2: Alves vs. Kampmann,March 2nd,Oli Thompson,Shawn Jordan,+175,-225,2017-12-06 09:31:54.72192
2139,UFC on FX 2: Alves vs. Kampmann,March 2nd,Jake Hecht,T.J. Waldburger,+100,-130,2017-12-06 09:31:54.735497
2140,UFC on FX 2: Alves vs. Kampmann,March 2nd,Daniel Pineda,Mackens Semerzier,+130,-160,2017-12-06 09:31:54.74907
2141,UFC on FX 2: Alves vs. Kampmann,March 2nd,Anthony Perosh,Nick Penner,+120,-150,2017-12-06 09:31:54.763401
2142,UFC on FX 2: Alves vs. Kampmann,March 2nd,Aaron Rosa,James Te Huna,+285,-375,2017-12-06 09:31:54.776732
2143,UFC 150: Henderson vs. Edgar II,August 11th,Benson Henderson,Frankie Edgar,-210,+170,2017-12-06 09:32:01.999684
2144,UFC 150: Henderson vs. Edgar II,August 11th,Ed Herman,Jake Shields,+160,-200,2017-12-06 09:32:02.050583
2145,UFC 150: Henderson vs. Edgar II,August 11th,Donald Cerrone,Melvin Guillard,-335,+255,2017-12-06 09:32:02.100458
2146,UFC 150: Henderson vs. Edgar II,August 11th,Justin Lawrence,Max Holloway,+125,-155,2017-12-06 09:32:02.152967
2147,UFC 150: Henderson vs. Edgar II,August 11th,Buddy Roberts,Yushin Okami,+425,-650,2017-12-06 09:32:02.208484
2148,UFC 150: Henderson vs. Edgar II,August 11th,Jared Hamman,Michael Kuiper,+135,-165,2017-12-06 09:32:02.259004
2149,UFC 150: Henderson vs. Edgar II,August 11th,Eiji Mitsuoka,Nik Lentz,+350,-500,2017-12-06 09:32:02.31086
2150,UFC 150: Henderson vs. Edgar II,August 11th,Chico Camus,Dustin Pague,+140,-170,2017-12-06 09:32:02.360867
2151,UFC 150: Henderson vs. Edgar II,August 11th,Erik Perez,Ken Stone,-160,+130,2017-12-06 09:32:02.409948
2152,UFC 150: Henderson vs. Edgar II,August 11th,Dennis Bermudez,Tom Hayden,-350,+265,2017-12-06 09:32:02.464971
2153,UFC Fight Night 70: Machida vs. Romero,June 27th,Lyoto Machida,Yoel Romero,-170,+140,2017-12-06 09:32:12.149882
2154,UFC Fight Night 70: Machida vs. Romero,June 27th,Lorenz Larkin,Santiago Ponzinibbio,-185,+150,2017-12-06 09:32:12.221555
2155,UFC Fight Night 70: Machida vs. Romero,June 27th,Antonio Carlos Junior,Eddie Gordon,-170,+140,2017-12-06 09:32:12.293142
2156,UFC Fight Night 70: Machida vs. Romero,June 27th,Steve Bosse,Thiago Santos,+155,-190,2017-12-06 09:32:12.361421
2157,UFC Fight Night 70: Machida vs. Romero,June 27th,Hacran Dias,Levan Makashvili,-160,+130,2017-12-06 09:32:12.42972
2158,UFC Fight Night 70: Machida vs. Romero,June 27th,Alex Oliveira,Joe Merritt,-450,+325,2017-12-06 09:32:12.502966
2159,UFC Fight Night 70: Machida vs. Romero,June 27th,Leandro Silva,Lewis Gonzalez,-200,+160,2017-12-06 09:32:12.58032
2160,UFC Fight Night 70: Machida vs. Romero,June 27th,Steve Montgomery,Tony Sims,-105,-125,2017-12-06 09:32:12.649189
2161,UFC Fight Night 70: Machida vs. Romero,June 27th,Danny Martinez,Sirwan Kakai,-125,-105,2017-12-06 09:32:12.718589
2162,UFC 80: Rapid Fire,January 19th,B.J. Penn,Joe Stevenson,-350,+275,2017-12-06 09:32:18.226539
2163,UFC 80: Rapid Fire,January 19th,Jorge Rivera,Kendall Grove,+235,-295,2017-12-06 09:32:18.239393
2164,UFC 80: Rapid Fire,January 19th,Fabricio Werdum,Gabriel Gonzaga,+200,-250,2017-12-06 09:32:18.251084
2165,UFC 80: Rapid Fire,January 19th,Jess Liaudin,Marcus Davis,+285,-365,2017-12-06 09:32:18.262307
2166,UFC 80: Rapid Fire,January 19th,Antoni Hardonk,Colin Robinson,-335,+265,2017-12-06 09:32:18.273343
2167,UFC 80: Rapid Fire,January 19th,Jason Lambert,Wilson Gouveia,+115,-145,2017-12-06 09:32:18.284786
2168,UFC 80: Rapid Fire,January 19th,Per Eklund,Sam Stout,+200,-260,2017-12-06 09:32:18.296273
2169,UFC 80: Rapid Fire,January 19th,Paul Kelly,Paul Taylor,+180,-220,2017-12-06 09:32:18.307955
2170,UFC 80: Rapid Fire,January 19th,Alessio Sakara,James Lee,-135,+105,2017-12-06 09:32:18.319368
2171,UFC Fight Night 58: Machida vs. Dollaway,December 20th,C.B. Dollaway,Lyoto Machida,+575,-950,2017-12-06 09:32:26.536193
2172,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Mitch Gagnon,Renan Barao,+650,-1100,2017-12-06 09:32:26.632504
2173,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Antonio Carlos Junior,Patrick Cummins,+135,-165,2017-12-06 09:32:26.724279
2174,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Elias Silverio,Rashid Magomedov,+100,-130,2017-12-06 09:32:26.815509
2175,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Erick Silva,Mike Rhodes,-500,+350,2017-12-06 09:32:26.913445
2176,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Antonio Dos Santos Jr.,Daniel Sarafian,+140,-170,2017-12-06 09:32:27.004668
2177,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Igor Pokrajac,Marcos Rogerio De Lima,+350,-500,2017-12-06 09:32:27.099879
2178,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Renato Carneiro,Tom Niinimaki,-145,+115,2017-12-06 09:32:27.190444
2179,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Darren Elkins,Hacran Dias,+190,-240,2017-12-06 09:32:27.288788
2180,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Leandro Issa,Yuta Sasaki,+350,-500,2017-12-06 09:32:27.386782
2181,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Marcio Alexandre Jr.,Tim Means,+155,-190,2017-12-06 09:32:27.480547
2182,UFC Fight Night 58: Machida vs. Dollaway,December 20th,Jake Collier,Vitor Miranda,-190,+155,2017-12-06 09:32:27.572966
2183,UFC 79: Nemesis,December 29th,Georges St-Pierre,Matt Hughes,-190,+150,2017-12-06 09:32:32.171896
2184,UFC 79: Nemesis,December 29th,Chuck Liddell,Wanderlei Silva,+120,-150,2017-12-06 09:32:32.185307
2185,UFC 79: Nemesis,December 29th,Lyoto Machida,Rameau Sokoudjou,-115,-115,2017-12-06 09:32:32.1978
2186,UFC 79: Nemesis,December 29th,Melvin Guillard,Rich Clementi,-210,+170,2017-12-06 09:32:32.21012
2187,UFC 79: Nemesis,December 29th,Manny Gamburyan,Nate Mohr,-450,+300,2017-12-06 09:32:32.222614
2188,UFC 79: Nemesis,December 29th,Dean Lister,Jordan Radev,-260,+200,2017-12-06 09:32:32.234792
2189,UFC 79: Nemesis,December 29th,Eddie Sanchez,Soa Palelei,+155,-190,2017-12-06 09:32:32.247655
2190,UFC 79: Nemesis,December 29th,James Irvin,Luis Cane,+160,-200,2017-12-06 09:32:32.260361
2191,UFC 79: Nemesis,December 29th,Doug Evans,Mark Bocek,+105,-135,2017-12-06 09:32:32.272717
2192,UFC 79: Nemesis,December 29th,Roan Carneiro,Tony Desouza,-150,+120,2017-12-06 09:32:32.284714
2193,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Gegard Mousasi,Lyoto Machida,+175,-225,2017-12-06 09:32:39.429139
2194,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Francis Carmont,Ronaldo Souza,+350,-500,2017-12-06 09:32:39.520555
2195,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Erick Silva,Takenori Sato,-1200,+700,2017-12-06 09:32:39.618748
2196,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Nicholas Musoke,Viscardi Andrade,+125,-155,2017-12-06 09:32:39.713948
2197,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Andy Ogle,Charles Oliveira,+500,-800,2017-12-06 09:32:39.80743
2198,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Cristiano Marcello,Joe Proctor,+205,-265,2017-12-06 09:32:39.905049
2199,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Ivan Jorge,Rodrigo Damm,-175,+145,2017-12-06 09:32:40.001426
2200,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Francisco Trinaldo,Jesse Ronson,-175,+145,2017-12-06 09:32:40.100258
2201,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Wilson Reis,Yuri Alcantara,+180,-230,2017-12-06 09:32:40.199051
2202,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Felipe Arantes,Maximo Blanco,-120,-110,2017-12-06 09:32:40.294088
2203,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Albert Tumenov,Ildemar Alcantara,-250,+195,2017-12-06 09:32:40.389489
2204,UFC Fight Night 36: Machida vs. Mousasi,February 15th,Douglas Silva De Andrade,Zubair Tuhugov,-105,-125,2017-12-06 09:32:40.486999
2205,UFC Fight Night 30: Machida vs. Munoz,October 26th,Lyoto Machida,Mark Munoz,-400,+300,2017-12-06 09:32:44.730515
2206,UFC Fight Night 30: Machida vs. Munoz,October 26th,Jon Tuck,Norman Parke,+150,-185,2017-12-06 09:32:44.809236
2207,UFC Fight Night 30: Machida vs. Munoz,October 26th,Jimi Manuwa,Ryan Jimmo,-165,+135,2017-12-06 09:32:44.887489
2208,UFC Fight Night 30: Machida vs. Munoz,October 26th,Melvin Guillard,Ross Pearson,-155,+125,2017-12-06 09:32:44.964547
2209,UFC Fight Night 30: Machida vs. Munoz,October 26th,John Lineker,Phil Harris,-500,+350,2017-12-06 09:32:45.043017
2210,UFC Fight Night 30: Machida vs. Munoz,October 26th,Andrew Craig,Luke Barnatt,-185,+150,2017-12-06 09:32:45.121692
2211,UFC Fight Night 30: Machida vs. Munoz,October 26th,Andy Ogle,Cole Miller,+165,-205,2017-12-06 09:32:45.198729
2212,UFC Fight Night 30: Machida vs. Munoz,October 26th,Alessio Sakara,Nicholas Musoke,-190,+155,2017-12-06 09:32:45.275833
2213,UFC Fight Night 30: Machida vs. Munoz,October 26th,Jessica Andrade,Rosi Sexton,-125,-105,2017-12-06 09:32:45.356041
2214,UFC Fight Night 30: Machida vs. Munoz,October 26th,Jimy Hettes,Robert Whiteford,-450,+325,2017-12-06 09:32:45.439318
2215,UFC Fight Night 30: Machida vs. Munoz,October 26th,Al Iaquinta,Piotr Hallmann,-170,+140,2017-12-06 09:32:45.521372
2216,UFC Fight Night 30: Machida vs. Munoz,October 26th,Brad Scott,Michael Kuiper,+265,-350,2017-12-06 09:32:45.604131
2217,UFC Fight Night 12: Swick vs Burkman,January 23rd,Josh Burkman,Mike Swick,+185,-225,2017-12-06 09:32:54.862186
2218,UFC Fight Night 12: Swick vs Burkman,January 23rd,Alvin Robinson,Nate Diaz,+150,-180,2017-12-06 09:32:54.875112
2219,UFC Fight Night 12: Swick vs Burkman,January 23rd,Drew McFedries,Patrick Cote,+125,-155,2017-12-06 09:32:54.886784
2220,UFC Fight Night 12: Swick vs Burkman,January 23rd,Michihiro Omigawa,Thiago Tavares,+500,-800,2017-12-06 09:32:54.898518
2221,UFC Fight Night 12: Swick vs Burkman,January 23rd,Alberto Crane,Kurt Pellegrino,+275,-350,2017-12-06 09:32:54.909556
2222,UFC Fight Night 12: Swick vs Burkman,January 23rd,Justin Buchholz,Matt Wiman,+190,-240,2017-12-06 09:32:54.922395
2223,UFC Fight Night 12: Swick vs Burkman,January 23rd,Dennis Siver,Gray Maynard,+300,-450,2017-12-06 09:32:54.9351
2224,UFC Fight Night 12: Swick vs Burkman,January 23rd,Cole Miller,Jeremy Stephens,-170,+140,2017-12-06 09:32:54.946945
2225,UFC Fight Night 12: Swick vs Burkman,January 23rd,Corey Hill,Joe Veres,-180,+150,2017-12-06 09:32:54.957792
2226,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Antonio Rogerio Nogueira,Phil Davis,+285,-365,2017-12-06 09:33:01.818548
2227,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Anthony Johnson,Dan Hardy,-180,+150,2017-12-06 09:33:01.833696
2228,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Amir Sadollah,Damarques Johnson,-300,+240,2017-12-06 09:33:01.847731
2229,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Chan Sung Jung,Leonard Garcia,-105,-125,2017-12-06 09:33:01.862559
2230,UFC Fight Night 24: Nogueira vs. Davis,March 26th,John Hathaway,Kris McCray,-525,+325,2017-12-06 09:33:01.876549
2231,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Alex Caceres,Mackens Semerzier,+190,-250,2017-12-06 09:33:01.891695
2232,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Jon Madsen,Mike Russow,-285,+225,2017-12-06 09:33:01.909132
2233,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Nik Lentz,Waylon Lowe,-200,+160,2017-12-06 09:33:01.923088
2234,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Aaron Simpson,Mario Miranda,-250,+190,2017-12-06 09:33:01.937565
2235,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Edwin Figueroa,Michael McDonald,+325,-525,2017-12-06 09:33:01.951709
2236,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Christian Morecraft,Sean McCorkle,-250,+190,2017-12-06 09:33:01.965406
2237,UFC Fight Night 24: Nogueira vs. Davis,March 26th,Johny Hendricks,T.J. Waldburger,-525,+325,2017-12-06 09:33:01.979461
2238,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Antonio Rodrigo Nogueira,Fabricio Werdum,+220,-280,2017-12-06 09:33:08.479194
2239,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Leo Santos,William Macario,-150,+120,2017-12-06 09:33:08.555792
2240,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Rafael Cavalcante,Thiago Silva,-210,+170,2017-12-06 09:33:08.635028
2241,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Erick Silva,Jason High,-450,+325,2017-12-06 09:33:08.714265
2242,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Daniel Sarafian,Eddie Mendez,-500,+350,2017-12-06 09:33:08.789511
2243,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Mike Wilkinson,Rony Jason,+265,-350,2017-12-06 09:33:08.864154
2244,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Caio Magalhaes,Karlos Vemola,+110,-140,2017-12-06 09:33:08.939357
2245,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Raphael Assuncao,Vaughan Lee,-450,+325,2017-12-06 09:33:09.017543
2246,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Felipe Arantes,Godofredo Castro,-235,+185,2017-12-06 09:33:09.099376
2247,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Ildemar Alcantara,Leandro Silva,-185,+150,2017-12-06 09:33:09.177787
2248,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Anthony Smith,Antonio Braga Neto,+200,-260,2017-12-06 09:33:09.261035
2249,UFC on FUEL TV 10: Nogueira vs. Werdum 2,June 8th,Mizuto Hirota,Rodrigo Damm,+130,-160,2017-12-06 09:33:09.336336
2250,UFC 110: Nogueira vs. Velasquez,February 21st,Antonio Rodrigo Nogueira,Cain Velasquez,-120,-110,2017-12-06 09:33:15.181493
2251,UFC 110: Nogueira vs. Velasquez,February 21st,Keith Jardine,Ryan Bader,+145,-175,2017-12-06 09:33:15.194711
2252,UFC 110: Nogueira vs. Velasquez,February 21st,Michael Bisping,Wanderlei Silva,+180,-220,2017-12-06 09:33:15.210728
2253,UFC 110: Nogueira vs. Velasquez,February 21st,George Sotiropoulos,Joe Stevenson,+195,-250,2017-12-06 09:33:15.222284
2254,UFC 110: Nogueira vs. Velasquez,February 21st,C.B. Dollaway,Goran Reljic,+180,-220,2017-12-06 09:33:15.23396
2255,UFC 110: Nogueira vs. Velasquez,February 21st,Krzysztof Soszynski,Stephan Bonnar,-215,+175,2017-12-06 09:33:15.24558
2256,UFC 110: Nogueira vs. Velasquez,February 21st,Brian Foster,Chris Lytle,+115,-145,2017-12-06 09:33:15.258942
2257,UFC 110: Nogueira vs. Velasquez,February 21st,Igor Pokrajac,James Te Huna,+135,-165,2017-12-06 09:33:15.271155
2258,UFC 110: Nogueira vs. Velasquez,February 21st,Anthony Perosh,Mirko Filipovic,,,2017-12-06 09:33:15.29758
2259,UFC Fight Night 119: Machida vs. Brunson,October 28th,Derek Brunson,Lyoto Machida,-160,+130,2017-12-06 09:33:23.282522
2260,UFC Fight Night 119: Machida vs. Brunson,October 28th,Colby Covington,Demian Maia,-105,-125,2017-12-06 09:33:23.398854
2261,UFC Fight Night 119: Machida vs. Brunson,October 28th,Pedro Munhoz,Rob Font,+150,-185,2017-12-06 09:33:23.521186
2262,UFC Fight Night 119: Machida vs. Brunson,October 28th,Francisco Trinaldo,Jim Miller,-210,+170,2017-12-06 09:33:23.635914
2263,UFC Fight Night 119: Machida vs. Brunson,October 28th,Jack Hermansson,Thiago Santos,-115,-115,2017-12-06 09:33:23.757609
2264,UFC Fight Night 119: Machida vs. Brunson,October 28th,John Lineker,Marlon Vera,-550,+375,2017-12-06 09:33:23.872768
2265,UFC Fight Night 119: Machida vs. Brunson,October 28th,Niko Price,Vicente Luque,+115,-145,2017-12-06 09:33:23.991858
2266,UFC Fight Night 119: Machida vs. Brunson,October 28th,Antonio Carlos Junior,Jack Marshman,-450,+325,2017-12-06 09:33:24.113462
2267,UFC Fight Night 119: Machida vs. Brunson,October 28th,Elizeu Zaleski Dos Santos,Max Griffin,-235,+185,2017-12-06 09:33:24.234466
2268,UFC Fight Night 119: Machida vs. Brunson,October 28th,Hacran Dias,Jared Gordon,+125,-155,2017-12-06 09:33:24.354054
2269,UFC Fight Night 119: Machida vs. Brunson,October 28th,Deiveson Figueiredo,Jarred Brooks,+120,-150,2017-12-06 09:33:24.480279
2270,UFC Fight Night 119: Machida vs. Brunson,October 28th,Christian Colombo,Marcelo Golm,+210,-270,2017-12-06 09:33:24.603157
2271,UFC 175: Weidman vs. Machida,July 5th,Chris Weidman,Lyoto Machida,-190,+155,2017-12-06 09:33:30.629757
2272,UFC 175: Weidman vs. Machida,July 5th,Alexis Davis,Ronda Rousey,+500,-800,2017-12-06 09:33:30.725637
2273,UFC 175: Weidman vs. Machida,July 5th,Thiago Santos,Uriah Hall,+250,-325,2017-12-06 09:33:30.824428
2274,UFC 175: Weidman vs. Machida,July 5th,Marcus Brimage,Russell Doane,-130,+100,2017-12-06 09:33:30.92081
2275,UFC 175: Weidman vs. Machida,July 5th,Alex Caceres,Urijah Faber,+525,-850,2017-12-06 09:33:31.025348
2276,UFC 175: Weidman vs. Machida,July 5th,Ildemar Alcantara,Kenny Robertson,-140,+110,2017-12-06 09:33:31.127407
2277,UFC 175: Weidman vs. Machida,July 5th,Bruno Santos,Chris Camozzi,+195,-250,2017-12-06 09:33:31.223148
2278,UFC 175: Weidman vs. Machida,July 5th,George Roop,Rob Font,-200,+160,2017-12-06 09:33:31.330375
2279,UFC 175: Weidman vs. Machida,July 5th,Guilherme Vasconcelos,Luke Zachrich,-185,+150,2017-12-06 09:33:31.428569
2280,UFC 175: Weidman vs. Machida,July 5th,Kevin Casey,William Bush,+170,-210,2017-12-06 09:33:31.525133
2281,UFC 140: Jones vs. Machida,December 10th,Jon Jones,Lyoto Machida,-500,+350,2017-12-06 09:33:36.217895
2282,UFC 140: Jones vs. Machida,December 10th,Antonio Rodrigo Nogueira,Frank Mir,+175,-225,2017-12-06 09:33:36.239252
2283,UFC 140: Jones vs. Machida,December 10th,Antonio Rogerio Nogueira,Tito Ortiz,-260,+200,2017-12-06 09:33:36.260163
2284,UFC 140: Jones vs. Machida,December 10th,Brian Ebersole,Claude Patrick,-115,-115,2017-12-06 09:33:36.275676
2285,UFC 140: Jones vs. Machida,December 10th,Chan Sung Jung,Mark Hominick,+350,-500,2017-12-06 09:33:36.290291
2286,UFC 140: Jones vs. Machida,December 10th,Igor Pokrajac,Krzysztof Soszynski,+220,-280,2017-12-06 09:33:36.30579
2287,UFC 140: Jones vs. Machida,December 10th,Dennis Hallman,John Makdessi,+155,-190,2017-12-06 09:33:36.321652
2288,UFC 140: Jones vs. Machida,December 10th,Constantinos Philippou,Jared Hamman,+170,-210,2017-12-06 09:33:36.337262
2289,UFC 140: Jones vs. Machida,December 10th,John Cholish,Mitch Clarke,-450,+325,2017-12-06 09:33:36.352081
2290,UFC 140: Jones vs. Machida,December 10th,Mark Bocek,Nik Lentz,-165,+135,2017-12-06 09:33:36.366813
2291,UFC 140: Jones vs. Machida,December 10th,Jake Hecht,Rich Attonito,+175,-225,2017-12-06 09:33:36.381136
2292,UFC 140: Jones vs. Machida,December 10th,Walel Watson,Yves Jabouin,+130,-160,2017-12-06 09:33:36.395799
2293,UFC 123: Rampage vs. Machida,November 20th,Lyoto Machida,Quinton Jackson,-250,+190,2017-12-06 09:33:41.762581
2294,UFC 123: Rampage vs. Machida,November 20th,B.J. Penn,Matt Hughes,-200,+160,2017-12-06 09:33:41.778285
2295,UFC 123: Rampage vs. Machida,November 20th,Phil Davis,Tim Boetsch,-600,+400,2017-12-06 09:33:41.792253
2296,UFC 123: Rampage vs. Machida,November 20th,Aaron Simpson,Mark Munoz,-110,-120,2017-12-06 09:33:41.806118
2297,UFC 123: Rampage vs. Machida,November 20th,Gerald Harris,Maiquel Falcao,-265,+205,2017-12-06 09:33:41.820451
2298,UFC 123: Rampage vs. Machida,November 20th,George Sotiropoulos,Joe Lauzon,-225,+185,2017-12-06 09:33:41.835943
2299,UFC 123: Rampage vs. Machida,November 20th,Brian Foster,Matt Brown,-145,+115,2017-12-06 09:33:41.849706
2300,UFC 123: Rampage vs. Machida,November 20th,Paul Kelly,T.J. Obrien,-180,+150,2017-12-06 09:33:41.866014
2301,UFC 123: Rampage vs. Machida,November 20th,Edson Barboza,Mike Lullo,-500,+300,2017-12-06 09:33:41.913342
2302,UFC 123: Rampage vs. Machida,November 20th,Nik Lentz,Tyson Griffin,+170,-210,2017-12-06 09:33:41.928477
2303,UFC 123: Rampage vs. Machida,November 20th,Dennis Hallman,Karo Parisyan,+115,-145,2017-12-06 09:33:41.942354
2304,UFC 113: Machida vs. Shogun II,May 8th,Lyoto Machida,Mauricio Rua,-215,+175,2017-12-06 09:33:47.645439
2305,UFC 113: Machida vs. Shogun II,May 8th,Kimbo Slice,Matt Mitrione,-125,-105,2017-12-06 09:33:47.66003
2306,UFC 113: Machida vs. Shogun II,May 8th,Josh Koscheck,Paul Daley,-270,+210,2017-12-06 09:33:47.674251
2307,UFC 113: Machida vs. Shogun II,May 8th,Jeremy Stephens,Sam Stout,+190,-250,2017-12-06 09:33:47.687834
2308,UFC 113: Machida vs. Shogun II,May 8th,Alan Belcher,Patrick Cote,-115,-115,2017-12-06 09:33:47.700817
2309,UFC 113: Machida vs. Shogun II,May 8th,Johny Hendricks,T.J. Grant,-575,+375,2017-12-06 09:33:47.714263
2310,UFC 113: Machida vs. Shogun II,May 8th,Joey Beltran,Tim Hague,+190,-250,2017-12-06 09:33:47.727619
2311,UFC 113: Machida vs. Shogun II,May 8th,Jonathan Goulet,Marcus Davis,+400,-600,2017-12-06 09:33:47.740704
2312,UFC 113: Machida vs. Shogun II,May 8th,Jason Macdonald,John Salter,-180,+150,2017-12-06 09:33:47.754103
2313,UFC 113: Machida vs. Shogun II,May 8th,Mike Guymon,Yoshiyuki Yoshida,+250,-325,2017-12-06 09:33:47.768719
2314,UFC 113: Machida vs. Shogun II,May 8th,Joe Doerksen,Tom Lawlor,+450,-650,2017-12-06 09:33:47.782349
2315,UFC 99: The Comeback,June 13th,Rich Franklin,Wanderlei Silva,-175,+145,2017-12-06 09:33:53.281275
