odds_id,event_name,event_date,fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,last_updated
1,UFC Fight Night 85: Hunt vs. Mir,March 19th,Frank Mir,Mark Hunt,+115,-145,2017-12-06 08:56:07.991563
2,UFC Fight Night 85: Hunt vs. Mir,March 19th,Hector Lombard,Neil Magny,-110,-120,2017-12-06 08:56:08.118998
3,UFC Fight Night 85: Hunt vs. Mir,March 19th,Jake Matthews,Johnny Case,+105,-135,2017-12-06 08:56:08.232561
4,UFC Fight Night 85: Hunt vs. Mir,March 19th,Antonio Carlos Junior,Daniel Kelly,-450,+325,2017-12-06 08:56:08.36029
5,UFC Fight Night 85: Hunt vs. Mir,March 19th,James Te Huna,Steve Bosse,-260,+200,2017-12-06 08:56:08.479906
6,UFC Fight Night 85: Hunt vs. Mir,March 19th,Bec Rawlings,Seo Hee Ham,-115,-115,2017-12-06 08:56:08.600925
7,UFC Fight Night 85: Hunt vs. Mir,March 19th,Alan Jouban,Brendan O'Reilly,-500,+350,2017-12-06 08:56:08.731598
8,UFC Fight Night 85: Hunt vs. Mir,March 19th,Daniel Hooker,Mark Eddiva,-175,+145,2017-12-06 08:56:08.85094
9,UFC Fight Night 85: Hunt vs. Mir,March 19th,Richard Walsh,Viscardi Andrade,-135,+105,2017-12-06 08:56:08.977851
10,UFC Fight Night 85: Hunt vs. Mir,March 19th,Chad Laprise,Ross Pearson,-120,-110,2017-12-06 08:56:09.116876
11,UFC Fight Night 85: Hunt vs. Mir,March 19th,Leslie Smith,Rin Nakai,-140,+110,2017-12-06 08:56:09.241722
12,UFC Fight Night 85: Hunt vs. Mir,March 19th,Alan Patrick,Damien Brown,-300,+230,2017-12-06 08:56:09.372936
13,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Cody Garbrandt,Thomas Almeida,+160,-200,2017-12-06 08:56:11.52215
14,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Jeremy Stephens,Renan Barao,+135,-165,2017-12-06 08:56:11.645213
15,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Rick Story,Tarec Saffiedine,-135,+105,2017-12-06 08:56:11.775954
16,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Chris Camozzi,Vitor Miranda,+125,-155,2017-12-06 08:56:11.913516
17,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Jorge Masvidal,Lorenz Larkin,-130,+100,2017-12-06 08:56:12.040752
18,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Josh Burkman,Paul Felder,+230,-300,2017-12-06 08:56:12.181324
19,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Jessica Eye,Sara McMann,+110,-140,2017-12-06 08:56:12.316249
20,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Abel Trujillo,Jordan Rinaldi,-300,+230,2017-12-06 08:56:12.4452
21,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Alberto Pereira,Jake Collier,-145,+115,2017-12-06 08:56:12.580461
22,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Erik Koch,Shane Campbell,+110,-140,2017-12-06 08:56:12.720453
23,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Aljamain Sterling,Bryan Caraway,-315,+245,2017-12-06 08:56:12.850846
24,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th,Adam Milstead,Chris Delarocha,-285,+225,2017-12-06 08:56:12.985945
25,UFC Fight Night 84: Silva vs. Bisping,February 27th,Anderson Silva,Michael Bisping,-270,+210,2017-12-06 08:56:17.982049
26,UFC Fight Night 84: Silva vs. Bisping,February 27th,Gegard Mousasi,Thales Leites,-315,+245,2017-12-06 08:56:18.116819
27,UFC Fight Night 84: Silva vs. Bisping,February 27th,Keita Nakamura,Tom Breese,+700,-1200,2017-12-06 08:56:18.247636
28,UFC Fight Night 84: Silva vs. Bisping,February 27th,Brad Pickett,Francisco Rivera,+140,-170,2017-12-06 08:56:18.378258
29,UFC Fight Night 84: Silva vs. Bisping,February 27th,Makwan Amirkhani,Mike Wilkinson,-175,+145,2017-12-06 08:56:18.518342
30,UFC Fight Night 84: Silva vs. Bisping,February 27th,Davey Grant,Marlon Vera,-185,+150,2017-12-06 08:56:18.649352
31,UFC Fight Night 84: Silva vs. Bisping,February 27th,Chris Dempsey,Scott Askham,+270,-360,2017-12-06 08:56:18.777641
32,UFC Fight Night 84: Silva vs. Bisping,February 27th,Arnold Allen,Yaotzin Meza,-360,+270,2017-12-06 08:56:18.915966
33,UFC Fight Night 84: Silva vs. Bisping,February 27th,Brad Scott,Krzysztof Jotko,+135,-165,2017-12-06 08:56:19.049821
34,UFC Fight Night 84: Silva vs. Bisping,February 27th,Norman Parke,Rustam Khabilov,+165,-205,2017-12-06 08:56:19.183253
35,UFC Fight Night 84: Silva vs. Bisping,February 27th,Daniel Omielanczuk,Jarjis Danho,-115,-115,2017-12-06 08:56:19.321238
36,UFC Fight Night 84: Silva vs. Bisping,February 27th,Teemu Packalen,Thibault Gouti,-125,-105,2017-12-06 08:56:19.458461
37,UFC Fight Night 84: Silva vs. Bisping,February 27th,David Teymur,Martin Svensson,-120,-110,2017-12-06 08:56:19.605643
38,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Jake Ellenberger,Stephen Thompson,+195,-250,2017-12-06 08:56:23.518139
39,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Hayder Hassan,Kamaru Usman,+185,-235,2017-12-06 08:56:23.615361
40,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Mike Graves,Vicente Luque,+155,-190,2017-12-06 08:56:23.717166
41,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Cezar Ferreira,Jorge Masvidal,+160,-200,2017-12-06 08:56:23.822911
42,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Angela Magana,Michelle Waterson,+575,-950,2017-12-06 08:56:23.928582
43,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Maximo Blanco,Mike De La Torre,+150,-185,2017-12-06 08:56:24.035031
44,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Caio Magalhaes,Josh Samman,-120,-110,2017-12-06 08:56:24.137643
45,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Jerrod Sanders,Russell Doane,+350,-500,2017-12-06 08:56:24.240628
46,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Dan Miller,Trevor Smith,-105,-125,2017-12-06 08:56:24.342347
47,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Dominic Waters,George Sullivan,+200,-260,2017-12-06 08:56:24.444789
48,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,July 12th,Darrell Montague,Willie Gates,-110,-120,2017-12-06 08:56:24.546753
49,UFC 215: Nunes vs. Shevchenko 2,September 9th,Amanda Nunes,Valentina Shevchenko,-110,-120,2017-12-06 08:56:28.993734
50,UFC 215: Nunes vs. Shevchenko 2,September 9th,Neil Magny,Rafael Dos Anjos,+170,-210,2017-12-06 08:56:29.123011
51,UFC 215: Nunes vs. Shevchenko 2,September 9th,Henry Cejudo,Wilson Reis,-340,+260,2017-12-06 08:56:29.260644
52,UFC 215: Nunes vs. Shevchenko 2,September 9th,Ilir Latifi,Tyson Pedro,,,2017-12-06 08:56:29.394771
53,UFC 215: Nunes vs. Shevchenko 2,September 9th,Gilbert Melendez,Jeremy Stephens,-110,-120,2017-12-06 08:56:29.534951
54,UFC 215: Nunes vs. Shevchenko 2,September 9th,Ketlen Vieira,Sara McMann,,,2017-12-06 08:56:29.674576
55,UFC 215: Nunes vs. Shevchenko 2,September 9th,Ashlee Evans-Smith,Sarah Moras,,,2017-12-06 08:56:29.809589
56,UFC 215: Nunes vs. Shevchenko 2,September 9th,Gavin Tucker,Rick Glenn,,,2017-12-06 08:56:30.013822
57,UFC 215: Nunes vs. Shevchenko 2,September 9th,Alex White,Mitch Clarke,,,2017-12-06 08:56:30.15161
58,UFC 215: Nunes vs. Shevchenko 2,September 9th,Arjan Bhullar,Luis Henrique,,,2017-12-06 08:56:30.292998
59,UFC 215: Nunes vs. Shevchenko 2,September 9th,Adriano Martins,Kajan Johnson,,,2017-12-06 08:56:30.439446
60,UFC on FOX 26: Lawler vs. Dos Anjos,December 16th,Rafael Dos Anjos,Robbie Lawler,-115,-115,2017-12-06 08:56:34.821379
61,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Claudia Gadelha,Joanna Jedrzejczyk,-110,-120,2017-12-06 08:56:40.214242
62,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Andrew Sanchez,Khalil Rountree,-160,+130,2017-12-06 08:56:40.318792
63,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Amanda Bobby Cooper,Tatiana Suarez,+275,-365,2017-12-06 08:56:40.429595
64,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Ross Pearson,Will Brooks,+285,-375,2017-12-06 08:56:40.548563
65,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Doo Ho Choi,Thiago Tavares,-210,+170,2017-12-06 08:56:40.657996
66,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Fernando Bruno,Gray Maynard,+150,-185,2017-12-06 08:56:40.769335
67,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Andrew Holbrook,Joaquim Silva,-140,+110,2017-12-06 08:56:40.879194
68,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,John Moraga,Matheus Nicolau,-170,+140,2017-12-06 08:56:40.994251
69,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Cory Hendricks,Josh Stansbury,-150,+120,2017-12-06 08:56:41.108844
70,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Anthony Smith,Cezar Ferreira,-115,-115,2017-12-06 08:56:41.217527
71,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Jake Matthews,Kevin Lee,-175,+145,2017-12-06 08:56:41.323332
72,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,July 8th,Anton Zafir,Li Jingliang,+245,-315,2017-12-06 08:56:41.429721
73,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Michael McDonald,Renan Barao,+245,-315,2017-12-06 08:56:46.802898
74,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Cub Swanson,Dustin Poirier,-120,-110,2017-12-06 08:56:46.884806
75,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Cyrille Diabate,Jimi Manuwa,+170,-210,2017-12-06 08:56:46.970285
76,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Che Mills,Matthew Riddle,-120,-110,2017-12-06 08:56:47.051494
77,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Gunnar Nelson,Jorge Santiago,-340,+260,2017-12-06 08:56:47.138936
78,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,James Te Huna,Ryan Jimmo,-225,+175,2017-12-06 08:56:47.226803
79,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Andy Ogle,Josh Grispi,+125,-155,2017-12-06 08:56:47.312384
80,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Renee Forte,Terry Etim,+275,-365,2017-12-06 08:56:47.394326
81,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Danny Castillo,Paul Sass,-115,-115,2017-12-06 08:56:47.481902
82,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Phil Harris,Ulysses Gomez,+170,-210,2017-12-06 08:56:47.565979
83,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Stanislav Nedkov,Tom Watson,-105,-125,2017-12-06 08:56:47.649668
84,UFC on Fuel TV 7: Barao vs. McDonald,February 16th,Motonobu Tezuka,Vaughan Lee,+120,-150,2017-12-06 08:56:47.727286
85,UFC 219: Cyborg vs. Holm,December 30th,Cristiane Justino,Holly Holm,-335,+255,2017-12-06 08:56:51.938191
86,UFC 219: Cyborg vs. Holm,December 30th,Nate Diaz,Tyron Woodley,+200,-260,2017-12-06 08:56:51.956331
87,UFC on FOX 12: Lawler vs. Brown,July 26th,Matt Brown,Robbie Lawler,+255,-335,2017-12-06 08:56:59.835648
88,UFC on FOX 12: Lawler vs. Brown,July 26th,Anthony Johnson,Antonio Rogerio Nogueira,-650,+425,2017-12-06 08:56:59.954587
89,UFC on FOX 12: Lawler vs. Brown,July 26th,Clay Guida,Dennis Bermudez,+150,-185,2017-12-06 08:57:00.079094
90,UFC on FOX 12: Lawler vs. Brown,July 26th,Bobby Green,Josh Thomson,+325,-450,2017-12-06 08:57:00.207025
91,UFC on FOX 12: Lawler vs. Brown,July 26th,Daron Cruickshank,Jorge Masvidal,+205,-265,2017-12-06 08:57:00.340411
92,UFC on FOX 12: Lawler vs. Brown,July 26th,Kyle Kingsbury,Patrick Cummins,+170,-210,2017-12-06 08:57:00.465524
93,UFC on FOX 12: Lawler vs. Brown,July 26th,Hernani Perpetuo,Tim Means,+170,-210,2017-12-06 08:57:00.59307
94,UFC on FOX 12: Lawler vs. Brown,July 26th,Brian Ortega,Mike De La Torre,-205,+165,2017-12-06 08:57:00.712111
95,UFC on FOX 12: Lawler vs. Brown,July 26th,Akbarh Arreola,Tiago Dos Santos,+235,-305,2017-12-06 08:57:00.836256
96,UFC on FOX 12: Lawler vs. Brown,July 26th,Noad Lahat,Steven Siler,+170,-210,2017-12-06 08:57:00.963849
97,UFC on FOX 12: Lawler vs. Brown,July 26th,Andreas Stahl,Gilbert Burns,+135,-165,2017-12-06 08:57:01.080449
98,UFC on FOX 12: Lawler vs. Brown,July 26th,Joanna Jedrzejczyk,Juliana Carneiro Lima,-360,+270,2017-12-06 08:57:01.199126
99,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,B.J. Penn,Yair Rodriguez,+260,-340,2017-12-06 08:57:06.247501
100,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Joe Lauzon,Marcin Held,-135,+105,2017-12-06 08:57:06.373853
101,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Ben Saunders,Court McGee,+110,-140,2017-12-06 08:57:06.506672
102,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,John Moraga,Sergio Pettis,+125,-155,2017-12-06 08:57:06.647551
103,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Augusto Mendes,Frankie Saenz,+140,-170,2017-12-06 08:57:06.785604
104,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Aleksei Oleinik,Viktor Pesta,-145,+115,2017-12-06 08:57:06.925933
105,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Alex White,Tony Martin,+140,-170,2017-12-06 08:57:07.062935
106,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Devin Powell,Drakkar Klose,+245,-315,2017-12-06 08:57:07.199589
107,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Jocelyn Jones-Lybarger,Nina Ansaroff,+145,-175,2017-12-06 08:57:07.337733
108,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Chase Sherman,Walt Harris,+130,-160,2017-12-06 08:57:07.470742
109,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Bojan Mihajlovic,Joachim Christensen,+190,-240,2017-12-06 08:57:07.600809
110,UFC Fight Night 103: Rodriguez vs. Penn,January 15th,Cyril Asker,Dmitrii Smoliakov,-120,-110,2017-12-06 08:57:07.738805
111,UFC 154: St-Pierre vs. Condit,November 17th,Carlos Condit,Georges St-Pierre,+265,-350,2017-12-06 08:57:11.462484
112,UFC 154: St-Pierre vs. Condit,November 17th,Johny Hendricks,Martin Kampmann,-150,+120,2017-12-06 08:57:11.528274
113,UFC 154: St-Pierre vs. Condit,November 17th,Francis Carmont,Tom Lawlor,-250,+195,2017-12-06 08:57:11.591992
114,UFC 154: St-Pierre vs. Condit,November 17th,Mark Hominick,Pablo Garza,-300,+230,2017-12-06 08:57:11.654482
115,UFC 154: St-Pierre vs. Condit,November 17th,John Makdessi,Sam Stout,+175,-225,2017-12-06 08:57:11.71889
116,UFC 154: St-Pierre vs. Condit,November 17th,Mark Bocek,Rafael Dos Anjos,+170,-210,2017-12-06 08:57:11.78118
117,UFC 154: St-Pierre vs. Condit,November 17th,Antonio Carvalho,Rodrigo Damm,-325,+250,2017-12-06 08:57:11.846767
118,UFC 154: St-Pierre vs. Condit,November 17th,Darren Elkins,Steven Siler,-110,-120,2017-12-06 08:57:11.912939
119,UFC 154: St-Pierre vs. Condit,November 17th,Azamat Gashimov,Ivan Menjivar,+200,-260,2017-12-06 08:57:11.982044
120,UFC 154: St-Pierre vs. Condit,November 17th,John Maguire,Matt Riddle,+175,-225,2017-12-06 08:57:12.053567
121,UFC 154: St-Pierre vs. Condit,November 17th,Chad Griggs,Cyrille Diabate,+110,-140,2017-12-06 08:57:12.124922
122,UFC 154: St-Pierre vs. Condit,November 17th,Alessio Sakara,Patrick Cote,+220,-280,2017-12-06 08:57:12.192771
123,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Alistair Overeem,Andrei Arlovski,-230,+180,2017-12-06 08:57:17.923896
124,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Antonio Silva,Stefan Struve,+170,-210,2017-12-06 08:57:18.044059
125,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Albert Tumenov,Gunnar Nelson,-160,+130,2017-12-06 08:57:18.169914
126,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Anna Elmose,Germaine De Randamie,+285,-375,2017-12-06 08:57:18.292791
127,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Francimar Barroso,Nikita Krylov,+175,-225,2017-12-06 08:57:18.414894
128,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Heather Jo Clark,Karolina Kowalkiewicz,+235,-305,2017-12-06 08:57:18.538372
129,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Chris Wade,Rustam Khabilov,+150,-185,2017-12-06 08:57:18.664475
130,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Garreth McLellan,Magnus Cedenblad,+190,-240,2017-12-06 08:57:18.786427
131,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Jon Tuck,Josh Emmett,-110,-120,2017-12-06 08:57:18.907616
132,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Reza Madadi,Yan Cabral,+135,-165,2017-12-06 08:57:19.033567
133,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Kyoji Horiguchi,Neil Seery,-600,+400,2017-12-06 08:57:19.159847
134,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Dominic Waters,Leon Edwards,+205,-265,2017-12-06 08:57:19.28755
135,UFC Fight Night 87: Overeem vs. Arlovski,May 8th,Ulka Sasaki,Willie Gates,+115,-145,2017-12-06 08:57:19.409827
136,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Mark Hunt,Stipe Miocic,+195,-250,2017-12-06 08:57:22.386947
137,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Brad Tavares,Robert Whittaker,-145,+115,2017-12-06 08:57:22.478373
138,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Anthony Perosh,Sean O'Connell,-145,+115,2017-12-06 08:57:22.564683
139,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Jake Matthews,James Vick,-200,+160,2017-12-06 08:57:22.654017
140,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Daniel Hooker,Hatsu Hioki,+245,-315,2017-12-06 08:57:22.742436
141,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Jonavin Webb,Kyle Noke,-120,-110,2017-12-06 08:57:22.827043
142,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Daniel Kelly,Sam Alvey,+265,-350,2017-12-06 08:57:22.916322
143,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Bec Rawlings,Lisa Ellis,-200,+160,2017-12-06 08:57:23.016077
144,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Brad Scott,Dylan Andrews,-105,-125,2017-12-06 08:57:23.112915
145,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Alex Chambers,Kailin Curran,+195,-250,2017-12-06 08:57:23.200055
146,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Brendan O'Reilly,Vik Grujic,+110,-140,2017-12-06 08:57:23.289904
147,UFC Fight Night 65: Hunt vs. Miocic,May 9th,Alptekin Ozkilic,Ben Nguyen,-240,+190,2017-12-06 08:57:23.39056
148,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Chan Sung Jung,Dustin Poirier,+250,-325,2017-12-06 08:57:27.785229
149,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Donald Cerrone,Jeremy Stephens,-225,+175,2017-12-06 08:57:27.839312
150,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Amir Sadollah,Jorge Lopez,-140,+110,2017-12-06 08:57:27.899465
151,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Jeff Hougland,Yves Jabouin,+240,-310,2017-12-06 08:57:27.955267
152,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Jeff Curran,Johnny Eduardo,-110,-120,2017-12-06 08:57:28.008674
153,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Brad Tavares,Dongi Yang,-160,+130,2017-12-06 08:57:28.067114
154,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Jason Macdonald,Tom Lawlor,+175,-225,2017-12-06 08:57:28.123032
155,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Cody McKenzie,Marcus Levesseur,+160,-200,2017-12-06 08:57:28.17627
156,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Kamal Shalorus,Rafael Dos Anjos,+300,-400,2017-12-06 08:57:28.228872
157,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Carlo Prater,T.J. Grant,+325,-450,2017-12-06 08:57:28.28174
158,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Alex Soto,Francisco Rivera,+195,-250,2017-12-06 08:57:28.338029
159,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th,Fabio Maldonado,Igor Pokrajac,-150,+120,2017-12-06 08:57:28.391268
160,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Anthony Pettis,Dustin Poirier,-115,-115,2017-12-06 08:57:34.340326
161,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Diego Sanchez,Matt Brown,+270,-360,2017-12-06 08:57:34.496567
162,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Andrei Arlovski,Junior Albini,+265,-350,2017-12-06 08:57:34.655885
163,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Cezar Ferreira,Nate Marquardt,-270,+210,2017-12-06 08:57:34.806517
164,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Matthew Lopez,Raphael Assuncao,+270,-360,2017-12-06 08:57:34.958529
165,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Clay Guida,Joe Lauzon,-135,+105,2017-12-06 08:57:35.115055
166,UFC Fight Night 120: Poirier vs. Pettis,November 11th,John Dodson,Marlon Moraes,-135,+105,2017-12-06 08:57:35.277617
167,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Tatiana Suarez,Viviane Pereira,-275,+215,2017-12-06 08:57:35.416504
168,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Michel Quinones,Sage Northcutt,+165,-205,2017-12-06 08:57:35.557251
169,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Angela Hill,Nina Ansaroff,-175,+145,2017-12-06 08:57:35.703759
170,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Court McGee,Sean Strickland,+215,-275,2017-12-06 08:57:35.85044
171,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Jake Collier,Marcel Fortuna,+195,-250,2017-12-06 08:57:36.014173
172,UFC Fight Night 120: Poirier vs. Pettis,November 11th,Darren Stewart,Karl Roberson,+180,-230,2017-12-06 08:57:36.162276
173,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Dustin Poirier,Michael Johnson,-170,+140,2017-12-06 08:57:41.258911
174,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Derek Brunson,Uriah Hall,-175,+145,2017-12-06 08:57:41.385344
175,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Evan Dunham,Rick Glenn,-365,+275,2017-12-06 08:57:41.524477
176,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Kenny Robertson,Roan Carneiro,-120,-110,2017-12-06 08:57:41.660931
177,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Chris Wade,Islam Makhachev,+105,-135,2017-12-06 08:57:41.797369
178,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Chas Skelly,Maximo Blanco,-155,+125,2017-12-06 08:57:41.94369
179,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Gabriel Benitez,Sam Sicilia,+100,-130,2017-12-06 08:57:42.088839
180,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Augusto Montano,Belal Muhammad,+325,-450,2017-12-06 08:57:42.231488
181,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Antonio Carlos Junior,Leonardo Augusto Leleco,-300,+230,2017-12-06 08:57:42.373532
182,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Joey Gomez,Jose Quinonez,-150,+120,2017-12-06 08:57:42.510432
183,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Erick Montano,Randy Brown,+375,-550,2017-12-06 08:57:42.657636
184,UFC Fight Night 94: Johnson vs. Poirier,September 17th,Albert Morales,Alejandro Perez,-110,-120,2017-12-06 08:57:42.798139
185,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Stefan Struve,Stipe Miocic,+145,-175,2017-12-06 08:57:46.133755
186,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Amir Sadollah,Dan Hardy,+180,-230,2017-12-06 08:57:46.185872
187,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Brad Tavares,Tom Watson,-165,+135,2017-12-06 08:57:46.242001
188,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Jimi Manuwa,Kyle Kingsbury,-250,+195,2017-12-06 08:57:46.292695
189,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Jason Young,Robert Peralta,-120,-110,2017-12-06 08:57:46.339153
190,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Matt Wiman,Paul Sass,-110,-120,2017-12-06 08:57:46.383119
191,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Akira Corassani,Andy Ogle,+135,-165,2017-12-06 08:57:46.431353
192,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Damarques Johnson,Gunnar Nelson,+270,-360,2017-12-06 08:57:46.481074
193,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,John Hathaway,John Maguire,-280,+220,2017-12-06 08:57:46.528598
194,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Brad Pickett,Yves Jabouin,-185,+150,2017-12-06 08:57:46.576873
195,UFC on FUEL TV 5: Struve vs. Miocic,September 29th,Che Mills,Duane Ludwig,-265,+205,2017-12-06 08:57:46.626239
196,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Junior Dos Santos,Stipe Miocic,-450,+325,2017-12-06 08:57:53.1178
