match_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
317,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Maurice Smith,Mark Coleman,Maurice Smith,Heavyweight,t,DEC-Unanimous,3,3:00
318,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Mark Kerr,Dan Bobish,Mark Kerr,Heavyweight,t,SUB-Other,1,1:38
319,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Kevin Jackson,Tony Fryklund,Kevin Jackson,Lightweight,t,SUB-Rear Naked Choke,1,0:44
320,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Dan Bobish,Brian Johnston,Dan Bobish,Heavyweight,f,SUB-Forearm Choke,1,2:10
321,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Mark Kerr,Moti Horenstein,Mark Kerr,Heavyweight,f,KO/TKO-Punches,1,2:22
322,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Kevin Jackson,Todd Butler,Kevin Jackson,Lightweight,f,KO/TKO-Punches,1,1:27
323,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Joe Moreira,Yuri Vaulin,Joe Moreira,Lightweight,f,DEC-Unanimous,2,3:00
324,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Alex Hunter,Sam Fulton,Alex Hunter,Heavyweight,f,SUB-Other,1,2:30
325,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",4800,win,Tony Fryklund,Donnie Chappell,Tony Fryklund,Lightweight,f,SUB-Other - Choke,1,1:31
326,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Maurice Smith,David Abbott,Maurice Smith,Heavyweight,t,SUB-Other,1,8:08
327,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Mark Kerr,Dwayne Cason,Mark Kerr,Heavyweight,t,SUB-Rear Naked Choke,1,0:53
328,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Randy Couture,Vitor Belfort,Randy Couture,Heavyweight,f,KO/TKO-Punches,1,8:16
329,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Dave Beneteau,Carlos Barreto,Dave Beneteau,Heavyweight,f,DEC-Unanimous,2,3:00
330,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Mark Kerr,Greg Stott,Mark Kerr,Heavyweight,f,KO/TKO-Knee,1,0:17
331,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Dwayne Cason,Houston Dorr,Dwayne Cason,Heavyweight,f,KO/TKO-Punches,1,3:43
332,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",1500,win,Alex Hunter,Harry Moskowitz,Alex Hunter,Heavyweight,f,DEC-Split,1,2:00
333,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,Randy Couture,Maurice Smith,Randy Couture,Heavyweight,t,DEC-Majority,3,3:00
334,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,Kazushi Sakuraba,Marcus Silveira,Kazushi Sakuraba,Heavyweight,t,SUB-Armbar,1,3:44
335,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,Vitor Belfort,Joe Charles,Vitor Belfort,Heavyweight,f,SUB-Armbar,1,4:03
336,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,Frank Shamrock,Kevin Jackson,Frank Shamrock,Lightweight,t,SUB-Armbar,1,0:16
337,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,nc,Kazushi Sakuraba,Marcus Silveira,,Heavyweight,f,Overturned,1,1:51
338,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,David Abbott,Yoji Anjo,David Abbott,Heavyweight,f,DEC-Unanimous,2,3:00
339,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",5000,win,Tra Telligman,Brad Kohler,Tra Telligman,Heavyweight,f,SUB-Armbar,1,0:05
340,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Frank Shamrock,Igor Zinoviev,Frank Shamrock,Middleweight,t,KO/TKO-Slam,1,0:22
341,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Tsuyoshi Kohsaka,Kimo Leopoldo,Tsuyoshi Kohsaka,Heavyweight,f,DEC-Unanimous,2,3:00
342,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Pat Miletich,Chris Brennan,Pat Miletich,Lightweight,t,SUB-Other - Choke,1,9:02
343,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Jerry Bohlander,Kevin Jackson,Jerry Bohlander,Middleweight,f,SUB-Armbar,1,0:23
344,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Pat Miletich,Townsend Saunders,Pat Miletich,Lightweight,f,DEC-Split,2,3:00
345,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Mikey Burnett,Eugenio Tadeu,Mikey Burnett,Lightweight,f,KO/TKO-Punches,1,9:45
346,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Chris Brennan,Courtney Turner,Chris Brennan,Lightweight,f,SUB-Armbar,1,1:20
347,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",4600,win,Laverne Clark,Josh Stewart,Laverne Clark,Lightweight,f,KO/TKO,1,1:15
348,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Frank Shamrock,Jeremy Horn,Frank Shamrock,Middleweight,t,SUB-Kneebar,2,1:28
349,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Pete Williams,Mark Coleman,Pete Williams,Heavyweight,f,KO/TKO-Kick,2,0:38
350,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Dan Henderson,Carlos Newton,Dan Henderson,Middleweight,t,DEC-Split,2,3:00
351,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,David Abbott,Hugo Duarte,David Abbott,Heavyweight,f,KO/TKO-Punches,1,0:43
352,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Mike van Arsdale,Joe Pardo,Mike van Arsdale,Heavyweight,f,SUB-Keylock,1,1:01
353,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Carlos Newton,Bob Gilstrap,Carlos Newton,Middleweight,f,SUB-Triangle Choke,1,0:52
354,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Dan Henderson,Allan Goes,Dan Henderson,Middleweight,f,DEC-Unanimous,2,3:00
355,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Andre Roberts,Harry Moskowitz,Andre Roberts,Heavyweight,f,DEC-Unanimous,2,3:00
356,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",4200,win,Chuck Liddell,Noe Hernandez,Chuck Liddell,Middleweight,f,DEC-Unanimous,1,2:00
357,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Frank Shamrock,John Lober,Frank Shamrock,Middleweight,t,SUB-Neck Crank,1,7:40
358,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Vitor Belfort,Wanderlei Silva,Vitor Belfort,Middleweight,f,KO/TKO-Punches,1,0:44
359,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Pedro Rizzo,David Abbott,Pedro Rizzo,Heavyweight,f,KO/TKO-Punch,1,8:07
360,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Pat Miletich,Mikey Burnett,Pat Miletich,Lightweight,t,DEC-Split,3,3:00
361,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Tsuyoshi Kohsaka,Pete Williams,Tsuyoshi Kohsaka,Heavyweight,f,DEC-Unanimous,2,3:00
362,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Ebenezer Fontes Braga,Jeremy Horn,Ebenezer Fontes Braga,Middleweight,f,SUB-Guillotine Choke,1,3:27
363,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Tulio Palhares,Adriano Santos,Tulio Palhares,Middleweight,f,KO/TKO,1,9:00
364,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8500,win,Cesar Marscucci,Paulo Santos,Cesar Marscucci,Lightweight,f,KO/TKO,1,0:27
365,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Bas Rutten,Tsuyoshi Kohsaka,Bas Rutten,Heavyweight,f,KO/TKO-Punches,2,2:15
366,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Pat Miletich,Jorge Patino,Pat Miletich,Lightweight,t,DEC-Unanimous,3,3:00
367,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Pedro Rizzo,Mark Coleman,Pedro Rizzo,Heavyweight,f,DEC-Split,2,3:00
368,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Tito Ortiz,Jerry Bohlander,Tito Ortiz,Middleweight,f,KO/TKO,2,2:31
369,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Mikey Burnett,Townsend Saunders,Mikey Burnett,Lightweight,f,DEC-Unanimous,2,3:00
370,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Evan Tanner,Darrel Gholar,Evan Tanner,Middleweight,f,SUB-Rear Naked Choke,1,7:57
371,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",3000,win,Laverne Clark,Frank Caracci,Laverne Clark,Lightweight,f,KO/TKO-Punches,1,6:52
372,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Tito Ortiz,Guy Mezger,Tito Ortiz,Middleweight,f,KO/TKO-Punches,1,9:56
373,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Gary Goodridge,Andre Roberts,Gary Goodridge,Heavyweight,f,KO/TKO-Punches,1,0:43
374,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Jeremy Horn,Chuck Liddell,Jeremy Horn,Middleweight,f,SUB-Arm Triangle,1,2:00
375,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Kevin Randleman,Maurice Smith,Kevin Randleman,Heavyweight,f,DEC-Unanimous,2,3:00
376,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Evan Tanner,Valeri Ignatov,Evan Tanner,Middleweight,f,KO/TKO-Elbows,1,2:58
377,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Pete Williams,Jason Godsey,Pete Williams,Heavyweight,f,SUB-Kneebar,1,1:56
378,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",1700,win,Sione Latu,Joey Roberts,Sione Latu,Heavyweight,f,KO/TKO,1,0:01
379,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Bas Rutten,Kevin Randleman,Bas Rutten,Heavyweight,t,DEC-Split,3,3:00
380,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Pedro Rizzo,Tra Telligman,Pedro Rizzo,Heavyweight,f,KO/TKO-Punch,1,4:30
381,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Pete Williams,Travis Fulton,Pete Williams,Heavyweight,f,SUB-Armbar,1,6:28
382,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Wanderlei Silva,Tony Petarra,Wanderlei Silva,Middleweight,f,KO/TKO-Knees,1,2:53
383,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Marcelo Mello,David Roberts,Marcelo Mello,Lightweight,f,KO/TKO-Elbows,1,1:23
384,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Laverne Clark,Fabiano Iha,Laverne Clark,Lightweight,f,KO/TKO,1,1:21
385,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",,win,Ron Waterman,Chris Condo,Ron Waterman,Heavyweight,f,KO/TKO-Punches,1,0:28
386,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Maurice Smith,Marco Ruas,Maurice Smith,Heavyweight,f,KO/TKO,1,5:00
387,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Pat Miletich,Andre Pederneiras,Pat Miletich,Lightweight,t,KO/TKO,2,1:34
388,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Jeremy Horn,Daiju Takase,Jeremy Horn,Middleweight,f,KO/TKO-Elbows,1,4:41
389,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Paul Jones,Flavio Luiz Moura,Paul Jones,Middleweight,f,SUB-Rear Naked Choke,1,4:20
390,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Tsuyoshi Kohsaka,Tim Lajcik,Tsuyoshi Kohsaka,Heavyweight,f,KO/TKO,2,5:00
391,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Eugene Jackson,Royce Alger,Eugene Jackson,Middleweight,f,KO/TKO-Punch,2,1:19
618,UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",10000,win,Evan Tanner,Phil Baroni,Evan Tanner,Middleweight,f,DEC-Unanimous,3,5:00
392,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Andre Roberts,Ron Waterman,Andre Roberts,Heavyweight,f,KO/TKO-Punch,1,2:51
393,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",3000,win,Travis Fulton,David Dodd,Travis Fulton,Heavyweight,f,DEC-Unanimous,2,5:00
394,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,Frank Shamrock,Tito Ortiz,Frank Shamrock,Middleweight,t,KO/TKO-Punches,4,4:42
395,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,draw,Tim Lajcik,Ron Waterman,,Heavyweight,f,DEC-Unanimous,3,5:00
396,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,Jeremy Horn,Jason Godsey,Jeremy Horn,Heavyweight,f,SUB-Armbar,1,2:08
397,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,Brad Kohler,Steve Judson,Brad Kohler,Heavyweight,f,KO/TKO-Punch,1,0:30
398,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,Chuck Liddell,Paul Jones,Chuck Liddell,Middleweight,f,KO/TKO,1,3:53
399,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,Matt Hughes,Valeri Ignatov,Matt Hughes,Lightweight,f,DEC-Unanimous,3,5:00
400,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,win,John Lewis,Lowell Anderson,John Lewis,Middleweight,f,KO/TKO,3,0:13
401,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",4000,draw,Jens Pulver,Alfonso Alcarez,,Lightweight,f,DEC-Majority,2,5:00
402,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Kevin Randleman,Pete Williams,Kevin Randleman,Heavyweight,t,DEC-Unanimous,5,5:00
403,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Pedro Rizzo,Tsuyoshi Kohsaka,Pedro Rizzo,Heavyweight,f,KO/TKO-Punch,3,1:17
404,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Kenichi Yamamoto,Katsuhisa Fujii,Kenichi Yamamoto,Open Weight,t,SUB-Kneebar,2,4:15
405,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Joe Slick,Jason DeLucia,Joe Slick,Middleweight,f,KO/TKO,1,1:28
406,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Eugene Jackson,Keiichiro Yamamiya,Eugene Jackson,Middleweight,f,KO/TKO-Punch,3,3:12
407,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Kenichi Yamamoto,Daiju Takase,Kenichi Yamamoto,Open Weight,f,DEC-Unanimous,3,5:00
408,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",3600,win,Katsuhisa Fujii,Masutatsu Yano,Katsuhisa Fujii,Open Weight,f,KO/TKO-Punches,2,3:12
409,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Tedd Williams,Steve Judson,Tedd Williams,Heavyweight,f,KO/TKO-Punch,1,3:23
410,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Lance Gibson,Jermaine Andre,Lance Gibson,Middleweight,f,KO/TKO-Knee,3,3:35
411,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Dave Menne,Fabiano Iha,Dave Menne,Lightweight,f,DEC-Unanimous,3,5:00
412,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Bob Cook,Tiki Ghosn,Bob Cook,Lightweight,f,SUB-Rear Naked Choke,2,1:29
413,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Jens Pulver,David Velasquez,Jens Pulver,Lightweight,f,KO/TKO-Punches,2,2:41
414,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Scott Adams,Ian Freeman,Scott Adams,Heavyweight,f,SUB-Heel Hook,1,3:09
415,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",,win,Shonie Carter,Brad Gumm,Shonie Carter,Lightweight,f,DEC-Unanimous,2,5:00
416,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Tito Ortiz,Wanderlei Silva,Tito Ortiz,Middleweight,t,DEC-Unanimous,5,5:00
417,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Murilo Bustamante,Yoji Anjo,Murilo Bustamante,Middleweight,f,SUB-Arm Triangle,2,0:31
418,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Sanae Kikuta,Eugene Jackson,Sanae Kikuta,Middleweight,f,SUB-Armbar,1,4:38
419,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Ron Waterman,Satoshi Honma,Ron Waterman,Heavyweight,f,DEC-Unanimous,3,5:00
420,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Ikuhisa Minowa,Joe Slick,Ikuhisa Minowa,Middleweight,f,KO/TKO,3,1:54
421,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",3000,win,Laverne Clark,Koji Oishi,Laverne Clark,Lightweight,f,DEC-Majority,3,5:00
422,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Kevin Randleman,Pedro Rizzo,Kevin Randleman,Heavyweight,t,DEC-Unanimous,5,5:00
423,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Tyrone Roberts,David Dodd,Tyrone Roberts,Middleweight,f,DEC-Unanimous,3,5:00
424,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Pat Miletich,John Alessio,Pat Miletich,Welterweight,t,SUB-Armbar,2,1:43
425,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Amaury Bitetti,Alex Andrade,Amaury Bitetti,Middleweight,f,DQ,2,0:43
426,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Matt Hughes,Marcelo Aguiar,Matt Hughes,Welterweight,f,KO/TKO,1,4:34
427,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Jens Pulver,Joao Roque,Jens Pulver,Lightweight,f,DEC-Unanimous,3,5:00
428,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Ian Freeman,Nate Schroeder,Ian Freeman,Heavyweight,f,KO/TKO-Knees,2,2:13
429,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",1100,win,Shonie Carter,Adrian Serrano,Shonie Carter,Welterweight,f,DEC-Unanimous,2,5:00
430,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Pedro Rizzo,Dan Severn,Pedro Rizzo,Heavyweight,f,KO/TKO-Kicks,1,1:33
431,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Maurice Smith,Bobby Hoffman,Maurice Smith,Heavyweight,f,DEC-Split,3,5:00
432,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Jeremy Horn,Eugene Jackson,Jeremy Horn,Middleweight,f,SUB-Armbar,1,4:32
433,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Fabiano Iha,Laverne Clark,Fabiano Iha,Welterweight,f,SUB-Armbar,1,1:10
434,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Yuki Kondo,Alexandre Dantas,Yuki Kondo,Middleweight,f,KO/TKO-Flying Knee,3,2:28
435,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Ian Freeman,Tedd Williams,Ian Freeman,Heavyweight,f,DEC-Unanimous,3,5:00
436,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,win,Jeff Monson,Tim Lajcik,Jeff Monson,Heavyweight,f,DEC-Unanimous,2,5:00
437,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",1000,draw,Brad Gumm,CJ Fernandes,,Welterweight,f,DEC-Unanimous,2,5:00
438,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Randy Couture,Kevin Randleman,Randy Couture,Heavyweight,t,KO/TKO-Punches,3,4:13
439,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Renato Sobral,Maurice Smith,Renato Sobral,Heavyweight,f,DEC-Majority,3,5:00
440,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Josh Barnett,Gan McGee,Josh Barnett,Super Heavyweight,f,KO/TKO-Elbows,2,4:34
441,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Andrei Arlovski,Aaron Brink,Andrei Arlovski,Heavyweight,f,SUB-Armbar,1,0:55
442,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Jens Pulver,John Lewis,Jens Pulver,Lightweight,f,KO/TKO-Punch,1,0:15
443,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Mark Hughes,Alex Stiebling,Mark Hughes,Middleweight,f,DEC-Unanimous,2,5:00
444,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",5000,win,Ben Earwood,Chris Lytle,Ben Earwood,Welterweight,f,DEC-Unanimous,2,5:00
445,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Tito Ortiz,Yuki Kondo,Tito Ortiz,Middleweight,t,SUB-Neck Crank,1,1:52
446,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Pat Miletich,Kenichi Yamamoto,Pat Miletich,Welterweight,t,SUB-Guillotine Choke,2,1:58
447,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Matt Lindland,Yoji Anjo,Matt Lindland,Middleweight,f,KO/TKO-Punches,1,2:58
448,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Fabiano Iha,Daiju Takase,Fabiano Iha,Welterweight,f,KO/TKO-Punches,1,2:24
449,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Evan Tanner,Lance Gibson,Evan Tanner,Middleweight,f,KO/TKO-Punches,1,4:58
450,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Dennis Hallman,Matt Hughes,Dennis Hallman,Welterweight,f,SUB-Armbar,1,0:20
451,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",1414,win,Chuck Liddell,Jeff Monson,Chuck Liddell,Middleweight,f,DEC-Unanimous,3,5:00
452,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Tito Ortiz,Evan Tanner,Tito Ortiz,Middleweight,t,KO/TKO-Slam,1,0:32
453,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Jens Pulver,Caol Uno,Jens Pulver,Lightweight,t,DEC-Unanimous,5,5:00
454,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Fabiano Iha,Phil Johns,Fabiano Iha,Welterweight,f,SUB-Armbar,1,1:40
455,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Elvis Sinosic,Jeremy Horn,Elvis Sinosic,Middleweight,f,SUB-Triangle Choke,1,2:52
456,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Pedro Rizzo,Josh Barnett,Pedro Rizzo,Heavyweight,f,KO/TKO-Punch,2,4:21
457,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,nc,Bobby Hoffman,Mark Robinson,,Heavyweight,f,Overturned,1,3:27
458,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Phil Baroni,Curtis Stout,Phil Baroni,Middleweight,f,DEC-Unanimous,2,5:00
459,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",5000,win,Sean Sherk,Tiki Ghosn,Sean Sherk,Welterweight,f,SUB-Injury,2,4:47
460,UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",5000,win,Randy Couture,Pedro Rizzo,Randy Couture,Heavyweight,t,DEC-Unanimous,5,5:00
461,UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",5000,win,Carlos Newton,Pat Miletich,Carlos Newton,Welterweight,t,SUB-Other - Choke,3,2:50
462,UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",5000,win,Chuck Liddell,Kevin Randleman,Chuck Liddell,Light Heavyweight,f,KO/TKO-Punch,1,1:18
