match_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
1,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Cub Swanson,Artem Lobov,Cub Swanson,Featherweight,f,DEC-Unanimous,5,5:00
2,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Al Iaquinta,Diego Sanchez,Al Iaquinta,Lightweight,f,KO/TKO-Punch,1,1:38
3,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Ovince Saint Preux,Marcos Rogerio de Lima,Ovince Saint Preux,Light Heavyweight,f,SUB-Other - Choke,2,2:11
4,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,John Dodson,Eddie Wineland,John Dodson,Bantamweight,f,DEC-Unanimous,3,5:00
5,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Stevie Ray,Joe Lauzon,Stevie Ray,Lightweight,f,DEC-Majority,3,5:00
6,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Mike Perry,Jake Ellenberger,Mike Perry,Welterweight,f,KO/TKO-Elbow,2,1:05
7,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Thales Leites,Sam Alvey,Thales Leites,Middleweight,f,DEC-Unanimous,3,5:00
8,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Brandon Moreno,Dustin Ortiz,Brandon Moreno,Flyweight,f,SUB-Rear Naked Choke,2,4:06
9,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Scott Holtzman,Michael McBride,Scott Holtzman,Lightweight,f,DEC-Unanimous,3,5:00
10,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Danielle Taylor,Jessica Penne,Danielle Taylor,Women's Strawweight,f,DEC-Unanimous,3,5:00
11,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Alexis Davis,Cindy Dandois,Alexis Davis,Women's Bantamweight,f,DEC-Unanimous,3,5:00
12,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Bryan Barberena,Joe Proctor,Bryan Barberena,Welterweight,f,KO/TKO-Punch,1,3:30
13,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Hector Sandoval,Matt Schnell,Hector Sandoval,Flyweight,f,KO/TKO-Punch,1,4:24
14,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Cody Garbrandt,Thomas Almeida,Cody Garbrandt,Bantamweight,f,KO/TKO-Punches,1,2:53
15,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Jeremy Stephens,Renan Barao,Jeremy Stephens,Featherweight,f,DEC-Unanimous,3,5:00
16,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Rick Story,Tarec Saffiedine,Rick Story,Welterweight,f,DEC-Unanimous,3,5:00
17,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Chris Camozzi,Vitor Miranda,Chris Camozzi,Middleweight,f,DEC-Unanimous,3,5:00
18,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Lorenz Larkin,Jorge Masvidal,Lorenz Larkin,Welterweight,f,DEC-Split,3,5:00
19,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Paul Felder,Joshua Burkman,Paul Felder,Lightweight,f,DEC-Unanimous,3,5:00
20,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Sara McMann,Jessica Eye,Sara McMann,Women's Bantamweight,f,DEC-Unanimous,3,5:00
21,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Abel Trujillo,Jordan Rinaldi,Abel Trujillo,Lightweight,f,DEC-Unanimous,3,5:00
22,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Jake Collier,Alberto Uda,Jake Collier,Middleweight,f,KO/TKO-Spinning Back Kick,2,1:06
23,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Erik Koch,Shane Campbell,Erik Koch,Lightweight,f,SUB-Rear Naked Choke,2,3:02
24,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Bryan Caraway,Aljamain Sterling,Bryan Caraway,Bantamweight,f,DEC-Split,3,5:00
25,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",5193,win,Adam Milstead,Chris de la Rocha,Adam Milstead,Heavyweight,f,KO/TKO-Punches,2,4:01
26,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Michael Bisping,Luke Rockhold,Michael Bisping,Middleweight,t,KO/TKO-Punch,1,3:36
27,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Dominick Cruz,Urijah Faber,Dominick Cruz,Bantamweight,t,DEC-Unanimous,5,5:00
28,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Max Holloway,Ricardo Lamas,Max Holloway,Featherweight,f,DEC-Unanimous,3,5:00
29,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Dan Henderson,Hector Lombard,Dan Henderson,Middleweight,f,KO/TKO-Elbow,2,1:27
30,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Dustin Poirier,Bobby Green,Dustin Poirier,Lightweight,f,KO/TKO-Punch,1,2:53
31,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Brian Ortega,Clay Guida,Brian Ortega,Featherweight,f,KO/TKO-Knee,3,4:40
32,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Beneil Dariush,James Vick,Beneil Dariush,Lightweight,f,KO/TKO-Punch,1,4:16
33,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Jessica Andrade,Jessica Penne,Jessica Andrade,Women's Strawweight,f,KO/TKO-Punches,2,2:56
34,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Alex Caceres,Cole Miller,Alex Caceres,Featherweight,f,DEC-Unanimous,3,5:00
35,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Sean Strickland,Tom Breese,Sean Strickland,Welterweight,f,DEC-Split,3,5:00
36,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Henrique da Silva,Jonathan Wilson,Henrique da Silva,Light Heavyweight,f,KO/TKO-Punches,2,4:11
37,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,draw,Kevin Casey,Elvis Mutapcic,,Middleweight,f,DEC-Split,3,5:00
38,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",15587,win,Polo Reyes,Dong Hyun Kim,Polo Reyes,Lightweight,f,KO/TKO-Punch,3,1:52
39,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Stephen Thompson,Rory MacDonald,Stephen Thompson,Welterweight,f,DEC-Unanimous,5,5:00
40,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Donald Cerrone,Patrick Cote,Donald Cerrone,Welterweight,f,KO/TKO-Punches,3,2:35
41,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Steve Bosse,Sean O'Connell,Steve Bosse,Light Heavyweight,f,DEC-Unanimous,3,5:00
84,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Sage Northcutt,Enrique Marin,Sage Northcutt,Lightweight,f,DEC-Unanimous,3,5:00
42,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Olivier Aubin-Mercier,Thibault Gouti,Olivier Aubin-Mercier,Lightweight,f,SUB-Rear Naked Choke,3,2:28
43,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Joanne Calderwood,Valerie Letourneau,Joanne Calderwood,Women's Flyweight,f,KO/TKO-Kick,3,2:44
44,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Jason Saggo,Leandro Silva,Jason Saggo,Lightweight,f,DEC-Split,3,5:00
45,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Misha Cirkunov,Ion Cutelaba,Misha Cirkunov,Light Heavyweight,f,SUB-Arm Triangle,3,1:22
46,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Krzysztof Jotko,Tamdan McCrory,Krzysztof Jotko,Middleweight,f,KO/TKO-Punch,1,0:59
47,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Joe Soto,Chris Beal,Joe Soto,Bantamweight,f,SUB-Rear Naked Choke,3,3:39
48,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Elias Theodorou,Sam Alvey,Elias Theodorou,Middleweight,f,DEC-Unanimous,3,5:00
49,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Randa Markos,Jocelyn Jones-Lybarger,Randa Markos,Women's Strawweight,f,DEC-Unanimous,3,5:00
50,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Colby Covington,Jonathan Meunier,Colby Covington,Welterweight,f,SUB-Rear Naked Choke,3,0:54
51,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",10490,win,Ali Bagautinov,Geane Herrera,Ali Bagautinov,Flyweight,f,DEC-Unanimous,3,5:00
52,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Eddie Alvarez,Rafael Dos Anjos,Eddie Alvarez,Lightweight,t,KO/TKO-Punches,1,3:49
53,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Derrick Lewis,Roy Nelson,Derrick Lewis,Heavyweight,f,DEC-Split,3,5:00
54,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Alan Jouban,Belal Muhammad,Alan Jouban,Welterweight,f,DEC-Unanimous,3,5:00
55,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Joe Duffy,Mitch Clarke,Joe Duffy,Lightweight,f,SUB-Rear Naked Choke,1,0:25
56,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Alberto Mina,Mike Pyle,Alberto Mina,Welterweight,f,KO/TKO-Flying Knee,2,1:17
57,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,John Makdessi,Mehdi Baghdad,John Makdessi,Lightweight,f,DEC-Split,3,5:00
58,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Anthony Birchak,Dileno Lopes,Anthony Birchak,Bantamweight,f,DEC-Split,3,5:00
59,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Pedro Munhoz,Russell Doane,Pedro Munhoz,Bantamweight,f,SUB-Guillotine Choke,1,2:08
60,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Felipe Arantes,Jerrod Sanders,Felipe Arantes,Bantamweight,f,SUB-Armbar,2,1:39
61,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Gilbert Burns,Lukasz Sajewski,Gilbert Burns,Lightweight,f,SUB-Armbar,1,4:57
62,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Marco Beltran,Reginaldo Vieira,Marco Beltran,Bantamweight,f,SUB-Rear Naked Choke,2,3:04
63,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",7760,win,Vicente Luque,Alvaro Herrera,Vicente Luque,Welterweight,f,SUB-D'Arce Choke,2,3:52
64,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,Women's Strawweight,t,DEC-Unanimous,5,5:00
65,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez,Light Heavyweight,t,DEC-Unanimous,3,5:00
66,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Tatiana Suarez,Amanda Cooper,Tatiana Suarez,Women's Strawweight,t,SUB-D'Arce Choke,1,3:43
67,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Will Brooks,Ross Pearson,Will Brooks,Lightweight,f,DEC-Unanimous,3,5:00
68,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Dooho Choi,Thiago Tavares,Dooho Choi,Featherweight,f,KO/TKO-Punch,1,2:42
69,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Joaquim Silva,Andrew Holbrook,Joaquim Silva,Lightweight,f,KO/TKO-Punch,1,0:34
70,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Gray Maynard,Fernando Bruno,Gray Maynard,Featherweight,f,DEC-Unanimous,3,5:00
71,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Matheus Nicolau,John Moraga,Matheus Nicolau,Flyweight,f,DEC-Split,3,5:00
72,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Josh Stansbury,Cory Hendricks,Josh Stansbury,Light Heavyweight,f,DEC-Majority,3,5:00
73,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Cezar Ferreira,Anthony Smith,Cezar Ferreira,Middleweight,f,DEC-Unanimous,3,5:00
74,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Kevin Lee,Jake Matthews,Kevin Lee,Lightweight,f,KO/TKO-Punches,1,4:06
75,The Ultimate Fighter 23 Finale,2016-07-08,"Las Vegas, Nevada, USA",8115,win,Li Jingliang,Anton Zafir,Li Jingliang,Welterweight,f,KO/TKO-Punches,1,2:46
76,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Amanda Nunes,Miesha Tate,Amanda Nunes,Women's Bantamweight,t,SUB-Rear Naked Choke,1,3:16
77,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,nc,Brock Lesnar,Mark Hunt,,Heavyweight,f,Overturned,3,5:00
78,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Daniel Cormier,Anderson Silva,Daniel Cormier,Light Heavyweight,f,DEC-Unanimous,3,5:00
79,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Jose Aldo,Frankie Edgar,Jose Aldo,Featherweight,t,DEC-Unanimous,5,5:00
80,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Cain Velasquez,Travis Browne,Cain Velasquez,Heavyweight,f,KO/TKO-Punches,1,4:57
81,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Julianna Pena,Cat Zingano,Julianna Pena,Women's Bantamweight,f,DEC-Unanimous,3,5:00
82,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Kelvin Gastelum,Johny Hendricks,Kelvin Gastelum,Welterweight,f,DEC-Unanimous,3,5:00
83,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,Bantamweight,f,DEC-Unanimous,3,5:00
85,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Joe Lauzon,Diego Sanchez,Joe Lauzon,Lightweight,f,KO/TKO-Punches,1,1:26
86,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Gegard Mousasi,Thiago Santos,Gegard Mousasi,Middleweight,f,KO/TKO-Punch,1,4:32
87,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",16516,win,Jim Miller,Takanori Gomi,Jim Miller,Lightweight,f,KO/TKO-Punches,1,2:18
88,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,John Lineker,Michael McDonald,John Lineker,Bantamweight,f,KO/TKO-Punch,1,2:43
89,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Tony Ferguson,Lando Vannata,Tony Ferguson,Lightweight,f,SUB-D'Arce Choke,2,2:22
90,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Tim Boetsch,Josh Samman,Tim Boetsch,Middleweight,f,KO/TKO-Punches,2,3:49
91,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Daniel Omielanczuk,Aleksei Oleinik,Daniel Omielanczuk,Heavyweight,f,DEC-Majority,3,5:00
92,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Keita Nakamura,Kyle Noke,Keita Nakamura,Welterweight,f,SUB-Rear Naked Choke,2,4:59
93,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Louis Smolka,Ben Nguyen,Louis Smolka,Flyweight,f,KO/TKO-Elbows,2,4:41
94,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Katlyn Chookagian,Lauren Murphy,Katlyn Chookagian,Women's Bantamweight,f,DEC-Unanimous,3,5:00
95,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Sam Alvey,Eric Spicely,Sam Alvey,Middleweight,f,SUB-Guillotine Choke,1,2:43
96,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Cortney Casey,Cristina Stanciu,Cortney Casey,Women's Strawweight,f,KO/TKO-Elbows,1,2:36
97,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Scott Holtzman,Cody Pfister,Scott Holtzman,Lightweight,f,DEC-Unanimous,3,5:00
98,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Rani Yahya,Matthew Lopez,Rani Yahya,Bantamweight,f,SUB-Arm Triangle,3,4:19
99,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",5761,win,Alex Nicholson,Devin Clark,Alex Nicholson,Middleweight,f,KO/TKO-Punch,1,4:57
100,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Valentina Shevchenko,Holly Holm,Valentina Shevchenko,Women's Bantamweight,f,DEC-Unanimous,5,5:00
101,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Edson Barboza,Gilbert Melendez,Edson Barboza,Lightweight,f,DEC-Unanimous,3,5:00
102,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Francis Ngannou,Bojan Mihajlovic,Francis Ngannou,Heavyweight,f,KO/TKO-Punches,1,1:34
103,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Felice Herrig,Kailin Curran,Felice Herrig,Women's Strawweight,f,SUB-Rear Naked Choke,1,1:59
104,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Eddie Wineland,Frankie Saenz,Eddie Wineland,Bantamweight,f,KO/TKO-Punches,3,1:54
105,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Darren Elkins,Godofredo Pepey,Darren Elkins,Featherweight,f,DEC-Unanimous,3,5:00
106,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Kamaru Usman,Alexander Yakovlev,Kamaru Usman,Welterweight,f,DEC-Unanimous,3,5:00
107,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Michel Prazeres,JC Cottrell,Michel Prazeres,Lightweight,f,DEC-Unanimous,3,5:00
108,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Alex Oliveira,James Moontasri,Alex Oliveira,Welterweight,f,DEC-Unanimous,3,5:00
109,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Jason Knight,Jim Alers,Jason Knight,Featherweight,f,DEC-Split,3,5:00
110,UFC Fight Night: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",10287,win,Luis Henrique,Dmitrii Smoliakov,Luis Henrique,Heavyweight,f,SUB-Rear Naked Choke,2,3:58
111,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Tyron Woodley,Robbie Lawler,Tyron Woodley,Welterweight,t,KO/TKO-Punch,1,2:12
112,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Karolina Kowalkiewicz,Rose Namajunas,Karolina Kowalkiewicz,Women's Strawweight,f,DEC-Split,3,5:00
113,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Jake Ellenberger,Matt Brown,Jake Ellenberger,Welterweight,f,KO/TKO-Kick,1,1:46
114,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Erik Perez,Francisco Rivera,Erik Perez,Bantamweight,f,DEC-Unanimous,3,5:00
115,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Ryan Benoit,Fredy Serrano,Ryan Benoit,Flyweight,f,DEC-Split,3,5:00
116,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Nikita Krylov,Ed Herman,Nikita Krylov,Light Heavyweight,f,KO/TKO-Kick,2,0:40
117,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Jorge Masvidal,Ross Pearson,Jorge Masvidal,Welterweight,f,DEC-Unanimous,3,5:00
118,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,Heavyweight,f,KO/TKO-Punches,1,0:14
119,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Wilson Reis,Hector Sandoval,Wilson Reis,Flyweight,f,SUB-Rear Naked Choke,1,1:49
120,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,draw,Michael Graves,Bojan Velickovic,,Welterweight,f,DEC-Majority,3,5:00
121,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",10240,win,Damien Brown,Cesar Arzamendia,Damien Brown,Lightweight,f,KO/TKO-Punches,1,2:27
122,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Yair Rodriguez,Alex Caceres,Yair Rodriguez,Featherweight,f,DEC-Split,5,5:00
123,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Dennis Bermudez,Rony Jason,Dennis Bermudez,Featherweight,f,DEC-Unanimous,3,5:00
124,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Thales Leites,Chris Camozzi,Thales Leites,Middleweight,f,SUB-Rear Naked Choke,3,2:58
125,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio,Welterweight,f,DEC-Unanimous,3,5:00
126,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Trevor Smith,Joe Gigliotti,Trevor Smith,Middleweight,f,DEC-Unanimous,3,5:00
127,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Maryna Moroz,Danielle Taylor,Maryna Moroz,Women's Strawweight,f,DEC-Split,3,5:00
128,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Court McGee,Dominique Steele,Court McGee,Welterweight,f,DEC-Unanimous,3,5:00
129,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Marcin Tybura,Viktor Pesta,Marcin Tybura,Heavyweight,f,KO/TKO-Kick,2,0:53
130,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,David Teymur,Jason Novelli,David Teymur,Lightweight,f,KO/TKO-Punches,2,1:25
131,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Teruto Ishihara,Horacio Gutierrez,Teruto Ishihara,Featherweight,f,KO/TKO-Punches,1,2:32
132,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Cub Swanson,Tatsuya Kawajiri,Cub Swanson,Featherweight,f,DEC-Unanimous,3,5:00
133,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",6689,win,Justin Ledet,Chase Sherman,Justin Ledet,Heavyweight,f,DEC-Unanimous,3,5:00
134,UFC Fight Night: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",10533,win,Demian Maia,Carlos Condit,Demian Maia,Welterweight,f,SUB-Rear Naked Choke,1,1:52
135,UFC Fight Night: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",10533,win,Anthony Pettis,Charles Oliveira,Anthony Pettis,Featherweight,f,SUB-Guillotine Choke,3,1:49
136,UFC Fight Night: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",10533,win,Paige VanZant,Bec Rawlings,Paige VanZant,Women's Strawweight,f,KO/TKO-Kick,2,0:17
137,UFC Fight Night: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",10533,win,Jim Miller,Joe Lauzon,Jim Miller,Lightweight,f,DEC-Split,3,5:00
